0.058562,0.534063,0.164314	

	
0.018519,0.286048	
0.079630,0.336711	
0.120988,0.372304	
0.154630,0.399065	
0.185926,0.422136	
0.321605,0.518446	
0.418519,0.587240	
0.491204,0.638835	
0.547737,0.678964	
0.592963,0.711068	
