0.086409,0.554024,0.257131	

	
0.000000,0.115355	
0.000000,0.148480	
0.000000,0.174591	
0.000926,0.199532	
0.004444,0.230086	
0.170370,0.358405	
0.288889,0.450061	
0.377778,0.518804	
0.446914,0.572270	
0.502222,0.615043	
